Checked,Name,Formula,Annotation Source: Predicted Compositions,Annotation Source: mzCloud Search,Annotation Source: Metabolika Search,FISh Coverage,Molecular Weight,RT [min],Area (Max.),# mzCloud Results,# Metabolika Pathways,Metabolika Pathways,mzCloud Best Match,mzCloud Best Sim. Match,MS2,Group Area: F3
TRUE,"1,2-dihydroxyheptadec-16-yn-4-yl acetate",C19 H34 O4,No match,Invalid mass,No results,,343.27181,14.326,9545470.683,1,0,,61.8,,DDA for preferred ion,9545470.683
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"1,2-dihydroxyheptadec-16-yn-4-yl acetate",C19 H34 O4,326.24571,61.8,,Autoprocessed-2941,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,"2-(4-Hydroxyphenyl)ethyl 6-O-[(2R,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)tetrahydro-2-furanyl]-beta-D-glucopyranoside",C19 H28 O11,No match,Invalid mass,No results,,454.14452,7.183,9497374.716,5,0,,90.6,,DDA for preferred ion,9497374.716
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"5-{(2R,3S)-6-Hydroxy-2-(4-hydroxyphenyl)-4-[(E)-2-(4-hydroxyphenyl)vinyl]-2,3-dihydro-1-benzofuran-3-yl}-1,3-benzenediol",C28 H22 O6,454.14164,89.1,,Reference-7774,,,Reference,,,,,,
,TRUE,"2-(4-Hydroxyphenyl)ethyl 6-O-[(2R,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)tetrahydro-2-furanyl]-beta-D-glucopyranoside",C19 H28 O11,432.16316,90.6,,Autoprocessed-7334,,,Autoprocessed,,,,,,
,TRUE,"(2R,3S,4S,5R,6R)-5-{[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy}-2-(hydroxymethyl)-6-[2-(4-hydroxyphenyl)ethoxy]oxane-3,4-diol",C19 H28 O11,432.16316,89.3,,Autoprocessed-2767,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"1-[2-[3-(4-nitrophenyl)-1-phenyl-1H-pyrazol-4-yl]-5-(4-pyridinyl)-1,3,4-oxadiazol-3(2H)-yl]-1-ethanone",C24 H18 N6 O4,454.13895,88.2,,Autoprocessed-4924,,,Autoprocessed,,,,,,
,TRUE,Benzyl 6-O-beta-D-glucopyranosyl-beta-D-glucopyranoside,C19 H28 O11,432.16316,64.8,,Autoprocessed-7300,,,Autoprocessed,,,,,,
TRUE,Hydroxy itraconazole,C35 H38 Cl2 N8 O5,No match,Invalid mass,No results,,720.23802,10.336,9484433.438,1,0,,67.7,,DDA for preferred ion,9484433.438
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Hydroxy itraconazole,C35 H38 Cl2 N8 O5,720.23422,67.7,,Reference-2191,,Therapeutics/Prescription Drugs,Reference,,,,,,
TRUE,N-Feruloyloctopamine,C18 H19 N O5,No match,Invalid mass,No results,,311.11547,9.074,9431162.597,1,0,,98.1,,DDA for preferred ion,9431162.597
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,N-Feruloyloctopamine,C18 H19 N O5,329.12632,98.1,,Reference-7380,,,Reference,,,,,,
TRUE,"(1R,4aS)-7-(2-Hydroxypropan-2-yl)-1,4a-dimethyl-9-oxo-3,4,10,10a-tetrahydro-2H-phenanthrene-1-carboxylic acid",C20 H26 O4,No match,Invalid mass,No results,,330.18013,14.253,9384838.547,3,0,,78.5,,DDA for preferred ion,9384838.547
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"(1R,4aS)-7-(2-Hydroxypropan-2-yl)-1,4a-dimethyl-9-oxo-3,4,10,10a-tetrahydro-2H-phenanthrene-1-carboxylic acid",C20 H26 O4,330.18311,78.5,,Reference-7786,,,Reference,,,,,,
,TRUE,ethyl 3-amino-1-[6-(4-methylpiperidino)pyridazin-3-yl]-1H-pyrazole-4-carboxylate,C16 H22 N6 O2,330.18042,78.3,,Autoprocessed-5797,,,Autoprocessed,,,,,,
,TRUE,NP-020713,C20 H26 O4,330.18311,72.8,,Autoprocessed-8115,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,Nicotinic acid,C6 H5 N O2,Full match,Full match,Full match,,123.03211,2.556,9378634.348,2,6,Other,97,,DDA for preferred ion,9378634.348
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Nicotinic acid,C6 H5 N O2,123.03203,97,,Reference-519,C00253,Endogenous Metabolites,Reference,,,,,,
,TRUE,Picolinic acid,C6 H5 N O2,123.03203,96.8,,Reference-547,C10164,Endogenous Metabolites,Reference,,,,,,
TRUE,Thiamine,C12 H16 N4 O S,No results,Invalid mass,No results,,132.0521,1.496,9323024.992,1,0,,91.1,,DDA for other ion,9323024.992
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Thiamine,C12 H16 N4 O S,264.10448,91.1,,Reference-827,C00378,Endogenous Metabolites,Reference,,,,,,
TRUE,4-Guanidinobutyric acid,C5 H11 N3 O2,Full match,Full match,No results,,145.08496,2.519,9306798.728,1,0,,90.2,,DDA for preferred ion,9306798.728
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,4-Guanidinobutyric acid,C5 H11 N3 O2,145.08513,90.2,,Reference-233,C01035,Endogenous Metabolites,Reference,,,,,,
TRUE,N3-[(1-methyl-5-nitro-1H-imidazol-2-yl)methylidene]-6-(4-methoxyphenoxy)pyridin-3-amine,C17 H15 N5 O4,No match,Invalid mass,No results,,353.10954,2.526,9276268.25,3,0,,75,,DDA for preferred ion,9276268.25
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"1-(tert-butyl)-N-(2,3-dihydro-1,4-benzodioxin-6-yl)-5-methyl-1H-pyrazole-3-carboxamide",C17 H21 N3 O3,315.15829,86.4,,Autoprocessed-3711,,,Autoprocessed,,,,,,
,TRUE,"2-{[4-methyl-5-(4-pyridinyl)-4H-1,2,4-triazol-3-yl]sulfanyl}-N'-(3-pyridinylmethylene)acetohydrazide",C16 H15 N7 O S,353.10588,68.8,,Autoprocessed-112,,,Autoprocessed,,,,,,
,TRUE,N3-[(1-methyl-5-nitro-1H-imidazol-2-yl)methylidene]-6-(4-methoxyphenoxy)pyridin-3-amine,C17 H15 N5 O4,353.1124,75,,Autoprocessed-4983,,,Autoprocessed,,,,,,
TRUE,NP-014517,C14 H18 O9,No match,Invalid mass,No results,,352.07656,6.192,9186299.754,3,0,,67.4,,DDA for preferred ion,9186299.754
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Griseofulvin,C17 H17 Cl O6,352.07137,64.2,,Reference-1176,C06686,Therapeutics/Prescription Drugs; Natural Toxins,Reference,,,,,,
,TRUE,4-Methylumbelliferyl glucuronide,C16 H16 O9,352.07943,61.7,,Reference-840,C11584,Endogenous Metabolites,Reference,,,,,,
,TRUE,NP-014517,C14 H18 O9,330.09508,67.4,,Autoprocessed-6533,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,"1,5-Naphthalenediamine",C10 H10 N2,Full match,Full match,No results,,158.08425,6.806,9146194.894,2,0,,73.3,,DDA for preferred ion,9146194.894
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"1,5-Naphthalenediamine",C10 H10 N2,158.0844,73.3,,Reference-2844,C19463,Extractables/Leachables; Textile Chemicals/Auxiliary/Dyes; Industrial Chemicals,Reference,,,,,,
,TRUE,"2,3-Dimethylquinoxaline",C10 H10 N2,158.0844,70.6,,Reference-3262,,Excipients/Additives/Colorants,Reference,,,,,,
TRUE,"(3S,4aR,5R,6R)-3,6-dihydroxy-4a,5-dimethyl-3-(prop-1-en-2-yl)-2,3,4,4a,5,6,7,8-octahydronaphthalen-2-one",C15 H22 O3,No match,Invalid mass,No results,,232.14603,9.128,9136294.49,8,0,,79.5,,DDA for preferred ion,9136294.49
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"(1aR,1bR,2R,3R,7R,7aS)-1b,2-dimethyl-7a-(prop-1-en-2-yl)-1aH,1bH,2H,3H,4H,5H,7H,7aH-naphtho[1,2-b]oxirene-3,7-diol",C15 H22 O3,250.15689,75.2,,Autoprocessed-1329,,,Autoprocessed,,,,,,
,TRUE,"(1R,3S,4S,5R,7R)-4-(3-hydroxybutyl)-5-methyl-10-methylidene-8-oxatricyclo[5.3.0.0?l,?Å?]decan-9-one",C15 H22 O3,250.15689,74.7,,Autoprocessed-1762,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"(1R,2R,6R,9R)-2,11,11-trimethyl-3-oxotricyclo[4.3.2.0?a,?Å?]undecane-9-carboxylic acid",C15 H22 O3,250.15689,73.5,,Autoprocessed-1339,,,Autoprocessed,,,,,,
,TRUE,"(3S,4aR,5R,6R)-3,6-dihydroxy-4a,5-dimethyl-3-(prop-1-en-2-yl)-2,3,4,4a,5,6,7,8-octahydronaphthalen-2-one",C15 H22 O3,250.15689,79.5,,Autoprocessed-1330,,,Autoprocessed,,,,,,
,TRUE,"9-hydroxy-2,10,10-trimethyltricyclo[6.3.0.0?a,?Å?]undec-6-ene-6-carboxylic acid",C15 H22 O3,250.15689,69.7,,Autoprocessed-1817,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,NP-002089,C15 H22 O3,250.15689,67.7,,Autoprocessed-8083,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,NP-018536,C15 H22 O3,250.15689,60.5,,Autoprocessed-6486,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,2-(4-hydroxy-4a-methyl-8-methylidene-decahydronaphthalen-2-yl)prop-2-enoic acid,C15 H22 O3,250.15689,61,,Autoprocessed-1456,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,Vardenafil oxopiperazine,C21 H26 N6 O5 S,No match,Invalid mass,No results,,474.17092,6.853,9025716.956,2,0,,94.2,,DDA for preferred ion,9025716.956
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Vardenafil oxopiperazine,C21 H26 N6 O5 S,474.16854,95.1,,Reference-3505,,Counterfeit Drug (Therapeutic); Sports Doping Drugs; Therapeutics/Prescription Drugs,Reference,,,,,,
,TRUE,NP-015484,C23 H32 O8,436.20972,93.1,,Autoprocessed-8129,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,"(3aR,4aS,5R,6S,8S,9aR)-5,6-dihydroxy-4a,8-dimethyl-3-methylidene-dodecahydroazuleno[6,5-b]furan-2-one",C15 H22 O4,No match,Invalid mass,No results,,248.14105,11.793,8883111.627,9,0,,70.5,,DDA for preferred ion,8883111.627
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Graveolide,C15 H20 O3,248.14124,61.2,,Reference-7837,,,Reference,,,,,,
,TRUE,"6-Hydroxy-5a,9-dimethyl-3-methylene-3a,4,5,5a,6,7,9a,9b-octahydronaphtho[1,2-b]furan-2(3H)-one",C15 H20 O3,248.14124,60.9,,Reference-7863,,,Reference,,,,,,
,TRUE,"(3aR,8R,8aR,9aR)-8-Hydroxy-8a-methyl-3,5-bis(methylene)decahydronaphtho[2,3-b]furan-2(3H)-one",C15 H20 O3,248.14124,60.7,,Reference-7920,,,Reference,,,,,,
,TRUE,"(3aR,4aS,5R,6S,8S,9aR)-5,6-dihydroxy-4a,8-dimethyl-3-methylidene-dodecahydroazuleno[6,5-b]furan-2-one",C15 H22 O4,266.15181,70.5,,Autoprocessed-3123,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"2-[(5R,8S,8aS)-3,8-dimethyl-2-oxo-1,2,4,5,6,7,8,8a-octahydroazulen-5-yl]prop-2-enoic acid",C15 H20 O3,248.14124,64,,Autoprocessed-2855,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,NP-018534,C15 H22 O4,266.15181,63.2,,Autoprocessed-5659,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,NP-019491,C15 H22 O4,266.15181,62.2,,Autoprocessed-7848,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"(1S,2S,4R,7E,11S)-4,8-dimethyl-12-methylidene-3,14-dioxatricyclo[9.3.0.0??,?Å?]tetradec-7-en-13-one",C15 H20 O3,248.14124,61.6,,Autoprocessed-2853,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"(3aS,5aR,6R,9aS,9bS)-6-hydroxy-5a-methyl-3,9-dimethylidene-dodecahydronaphtho[1,2-b]furan-2-one",C15 H20 O3,248.14124,61,,Autoprocessed-2955,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,"(2R,3S,4S,5R,6R)-2-({[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy}methyl)-6-(2-phenylethoxy)oxane-3,4,5-triol",C19 H28 O10,No match,Invalid mass,No results,,433.19448,8.255,8827757.701,4,0,,93.6,,DDA for preferred ion,8827757.701
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"(2R,3S,4S,5R,6R)-5-{[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy}-2-(hydroxymethyl)-6-(2-phenylethoxy)oxane-3,4-diol",C19 H28 O10,416.16825,93.3,,Autoprocessed-2743,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"(2S,3R,4S,5R)-2-{[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-2-(2-phenylethoxy)oxan-3-yl]oxy}oxane-3,4,5-triol",C19 H28 O10,416.16825,93.5,,Autoprocessed-1285,,,Autoprocessed,,,,,,
,TRUE,"2-(2-phenylethoxy)-6-{[(3,4,5-trihydroxyoxan-2-yl)oxy]methyl}oxane-3,4,5-triol",C19 H28 O10,416.16825,93.1,,Autoprocessed-2762,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"(2R,3S,4S,5R,6R)-2-({[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy}methyl)-6-(2-phenylethoxy)oxane-3,4,5-triol",C19 H28 O10,416.16825,93.6,,Autoprocessed-2879,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,Disperse red 17,C17 H20 N4 O4,No match,Invalid mass,No results,,344.1443,7.753,8760318.752,1,0,,96.3,,DDA for preferred ion,8760318.752
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Disperse red 17,C17 H20 N4 O4,344.14846,96.3,,Reference-8324,,Extractables/Leachables; Personal Care Products/Cosmetics; Textile Chemicals/Auxiliary/Dyes,Reference,,,,,,
TRUE,Dihomo-¶√-linolenic acid methyl ester,C21 H36 O2,No match,Invalid mass,No results,,337.29509,13.041,8758590.366,1,0,,69.3,,DDA for preferred ion,8758590.366
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Dihomo-¶√-linolenic acid methyl ester,C21 H36 O2,320.27153,69.3,,Reference-4863,,Endogenous Metabolites,Reference,,,,,,
TRUE,"1,5-dimethyl-N-(4-morpholinobenzyl)-1H-pyrazole-3-carboxamide",C17 H22 N4 O2,No match,Invalid mass,No results,,314.17,7.911,8753815.84,1,0,,82.7,,DDA for preferred ion,8753815.84
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"1,5-dimethyl-N-(4-morpholinobenzyl)-1H-pyrazole-3-carboxamide",C17 H22 N4 O2,314.17428,82.7,,Autoprocessed-7112,,,Autoprocessed,,,,,,
TRUE,"1,4:3,6-Dianhydro-2-[(cyclohexylcarbonyl)amino]-2,5-dideoxy-5-{[4-(3-fluorophenyl)-2-pyrimidinyl]amino}-L-iditol",C23 H27 F N4 O3,No match,Invalid mass,No results,,448.19158,7.402,8705393.43,2,0,,96.2,,DDA for preferred ion,8705393.43
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"1,4:3,6-Dianhydro-2-[(cyclohexylcarbonyl)amino]-2,5-dideoxy-5-{[4-(3-fluorophenyl)-2-pyrimidinyl]amino}-L-iditol",C23 H27 F N4 O3,426.20672,96.2,,Reference-8954,,,Reference,,,,,,
,TRUE,"2-{(3R,4S)-3-Ethyl-1-[(4-methoxyphenyl)sulfonyl]-4-piperidinyl}-N-(4-fluorobenzyl)acetamide",C23 H29 F N2 O4 S,448.18321,95.1,,Reference-8894,,,Reference,,,,,,
TRUE,"2-(hydroxymethyl)-6-{5-[3-(hydroxymethyl)-5-(3-hydroxypropyl)-7-methoxy-2,3-dihydro-1-benzofuran-2-yl]-2-methoxyphenoxy}oxane-3,4,5-triol",C26 H34 O11,No match,Invalid mass,No results,,544.19164,8.546,8580169.993,2,0,,93.2,,DDA for preferred ion,8580169.993
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Lariciresinol 4-O-glucoside,C26 H34 O11,522.21011,93.9,,Reference-7389,,,Reference,,,,,,
,TRUE,"2-(hydroxymethyl)-6-{5-[3-(hydroxymethyl)-5-(3-hydroxypropyl)-7-methoxy-2,3-dihydro-1-benzofuran-2-yl]-2-methoxyphenoxy}oxane-3,4,5-triol",C26 H34 O11,522.21011,93.7,,Autoprocessed-6629,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,"(2S,3R,4S,5S,6R)-2-[4-(2-hydroxyethyl)phenoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",C14 H20 O7,No match,Invalid mass,No results,,317.14711,6.268,8554493.056,2,0,,97.4,,DDA for preferred ion,8554493.056
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"(2S,3R,4S,5S,6R)-2-[4-(2-hydroxyethyl)phenoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",C14 H20 O7,300.1209,97.4,,Autoprocessed-2946,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-[2-(4-hydroxyphenyl)ethoxy]oxane-3,4,5-triol",C14 H20 O7,300.1209,96.8,,Autoprocessed-2749,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,"2-{4-[(1S,3aR,4S,6aR)-4-(3-methoxy-4-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}phenyl)-hexahydrofuro[3,4-c]furan-1-yl]-2-methoxyphenoxy}-6-(hydroxymethyl)oxane-3,4,5-triol",C32 H42 O16,No match,Invalid mass,No results,,704.22826,8.336,8552465.668,3,0,,79.2,,DDA for preferred ion,8552465.668
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Itraconazole,C35 H38 Cl2 N8 O4,704.23931,77.1,,Reference-2217,,Therapeutics/Prescription Drugs,Reference,,,,,,
,TRUE,"[(2R,3S,4S,5R,6R)-6-{[1,7-bis(4-hydroxyphenyl)-5-oxoheptan-3-yl]oxy}-3,4,5-trihydroxyoxan-2-yl]methyl (2E)-3-(3,4-dimethoxyphenyl)prop-2-enoate",C36 H42 O12,666.26763,77.3,,Autoprocessed-2708,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"2-{4-[(1S,3aR,4S,6aR)-4-(3-methoxy-4-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}phenyl)-hexahydrofuro[3,4-c]furan-1-yl]-2-methoxyphenoxy}-6-(hydroxymethyl)oxane-3,4,5-triol",C32 H42 O16,682.24729,79.2,,Autoprocessed-2677,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,"5-[5-(methoxycarbonyl)-5,8a-dimethyl-2-methylidene-decahydronaphthalen-1-yl]-3-methylpentanoic acid",C21 H34 O4,Not the top hit,Full match,No results,,350.24513,14.087,8520080.959,1,0,,61.1,,DDA for preferred ion,8520080.959
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"5-[5-(methoxycarbonyl)-5,8a-dimethyl-2-methylidene-decahydronaphthalen-1-yl]-3-methylpentanoic acid",C21 H34 O4,350.24571,61.1,,Autoprocessed-2831,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,Mefloquine,C17 H16 F6 N2 O,No match,Invalid mass,No results,,378.11077,9.182,8515923.763,4,0,,91.7,,DDA for preferred ion,8515923.763
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Mefloquine,C17 H16 F6 N2 O,378.11668,91.7,,Reference-2275,C07633,Therapeutics/Prescription Drugs,Reference,,,,,,
,TRUE,NP-003051,C20 H20 O6,356.12599,90.6,,Autoprocessed-6547,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"8-methoxy-7-{[(2E)-3-methyl-4-(4-methyl-5-oxo-2,5-dihydrofuran-2-yl)but-2-en-1-yl]oxy}-2H-chromen-2-one",C20 H20 O6,356.12599,90,,Autoprocessed-2650,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"1,3-dimethyl 2,4-bis(4-hydroxyphenyl)cyclobutane-1,3-dicarboxylate",C20 H20 O6,356.12599,89.9,,Autoprocessed-2266,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,NP-008993,C18 H34 O4,No match,Invalid mass,No results,,296.2347,15.021,8452851.445,2,0,,86.3,,DDA for preferred ion,8452851.445
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,(+/-)12(13)-DiHOME,C18 H34 O4,314.24571,79.9,,Reference-6638,C14829,,Reference,,,,,,
,TRUE,NP-008993,C18 H34 O4,314.24571,86.3,,Autoprocessed-5647,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,NP-020014,C15 H26 O3,Full match,Full match,No results,,254.18778,9.293,8419028.517,2,0,,81.1,,DDA for preferred ion,8419028.517
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,NP-020014,C15 H26 O3,254.18819,93.6,,Autoprocessed-7811,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,NP-004917,C15 H26 O3,254.18819,93.5,,Autoprocessed-5635,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,"4,5,8-trihydroxy-5-(hydroxymethyl)-3-(3-methoxy-3-oxoprop-1-en-2-yl)-8a-methyl-decahydronaphthalen-2-yl 3,4-dihydroxy-2-methylidenebutanoate",C21 H32 O10,No match,Invalid mass,No results,,466.18105,6.936,8277889.975,1,0,,94.3,,DDA for preferred ion,8277889.975
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"4,5,8-trihydroxy-5-(hydroxymethyl)-3-(3-methoxy-3-oxoprop-1-en-2-yl)-8a-methyl-decahydronaphthalen-2-yl 3,4-dihydroxy-2-methylidenebutanoate",C21 H32 O10,444.19955,94.3,,Autoprocessed-1297,,,Autoprocessed,,,,,,
TRUE,"9,16-dihydroxy-6-(hydroxymethyl)-2,6,11-trimethyl-14-oxo-15-oxatetracyclo[8.7.0.0??,?Å°§.0?a??,?a?Å?]heptadec-12-en-8-yl acetate",C22 H32 O7,No match,Invalid mass,No results,,390.20134,11.167,8000605.29,1,0,,85.3,,DDA for preferred ion,8000605.29
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"9,16-dihydroxy-6-(hydroxymethyl)-2,6,11-trimethyl-14-oxo-15-oxatetracyclo[8.7.0.0??,?Å°§.0?a??,?a?Å?]heptadec-12-en-8-yl acetate",C22 H32 O7,408.2148,85.3,,Autoprocessed-1476,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,N-Desmethyl-loperamide,C28 H31 Cl N2 O2,No match,Full match,No results,,462.2072,8.005,7846004.716,1,0,,93.7,,DDA for preferred ion,7846004.716
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,N-Desmethyl-loperamide,C28 H31 Cl N2 O2,462.20741,93.7,,Reference-5425,,Therapeutics/Prescription Drugs; Drugs of Abuse/Illegal Drugs,Reference,,,,,,
TRUE,"3a-hydroxy-3-(hydroxymethyl)-1,1,3,5-tetramethyl-octahydro-1H-indene-4-carboxylic acid",C15 H26 O4,No match,Invalid mass,No results,,292.16454,10.651,7808766.386,2,0,,92.9,,DDA for preferred ion,7808766.386
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"3a-hydroxy-3-(hydroxymethyl)-1,1,3,5-tetramethyl-octahydro-1H-indene-4-carboxylic acid",C15 H26 O4,270.18311,93.7,,Autoprocessed-2980,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,NP-019547,C17 H26 O5,310.17802,71.3,,Autoprocessed-8074,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,NP-021303,C29 H24 O6,No match,Invalid mass,No results,,490.14491,6.497,7736710.453,1,0,,74,,DDA for preferred ion,7736710.453
